kepoi_name,koi_disposition,target,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_impact,koi_model_snr,koi_steff,koi_slogg,koi_srad
K01354.01,FALSE POSITIVE,0,1.752567456,5.4993,607.3,26.56,1502.0,1202.54,1.218,92.2,5739.0,4.433,0.996
K01355.01,CONFIRMED,2,51.92920654,5.2637,3425.8,8.49,574.0,25.6,0.398,81.8,5671.0,4.128,1.442
K01357.01,CANDIDATE,1,3.014330766,2.4747,975.3,2.87,1124.0,377.79,0.01,57.3,5209.0,4.446,0.953
K01358.01,CONFIRMED,2,5.644914154,2.2599,1397.9,2.66,744.0,72.38,0.445,63.9,4769.0,4.622,0.714
K01430.03,CONFIRMED,2,77.4740991,4.168,1543.6,2.63,277.0,1.4,0.758,27.5,4463.0,4.677,0.611
K01431.01,CANDIDATE,1,345.1589354,7.5646,5087.9,7.79,241.0,0.8,0.87,197.9,5597.0,4.515,0.931
K00171.02,CONFIRMED,2,13.07141889,3.0946,251.1,2.47,964.0,203.87,0.751,32.0,6122.0,4.173,1.439
K01432.01,CONFIRMED,2,6.88595222,4.148,428.5,2.68,946.0,189.35,0.953,34.5,5616.0,4.394,0.999
K01432.02,CONFIRMED,2,15.0549356,4.801,256.4,1.6,729.0,66.72,0.321,16.6,5616.0,4.394,0.999
K01432.03,CONFIRMED,2,2.92721119,2.545,170.2,1.29,1258.0,593.23,0.043,18.0,5616.0,4.394,0.999
K01432.04,CONFIRMED,2,38.2856338,6.512,322.8,1.77,534.0,19.24,0.115,15.0,5616.0,4.394,0.999
K01514.01,FALSE POSITIVE,0,1.399326503,1.8305,206.4,1.0,1143.0,402.58,0.009,22.7,4502.0,4.572,0.728
K01515.01,CONFIRMED,2,1.937029968,1.4727,312.3,0.87,802.0,97.94,0.105,42.8,4042.0,4.761,0.49
K00179.02,CONFIRMED,2,572.376632,24.42,1743.4,5.8,264.0,1.15,0.712,78.6,6226.0,4.264,1.299
K01515.02,CONFIRMED,2,7.06117322,1.0406,481.7,1.23,521.0,17.41,0.845,27.2,4042.0,4.761,0.49
K01516.01,CONFIRMED,2,20.55331441,5.3136,678.3,3.19,749.0,74.49,0.795,40.6,6325.0,4.409,1.112
K01517.01,CONFIRMED,2,40.0686713,5.8875,970.9,3.1,560.0,23.27,0.029,62.0,6026.0,4.411,0.992
K01518.01,CONFIRMED,2,27.5071114,5.907,580.7,2.58,569.0,24.71,0.918,30.7,5783.0,4.539,0.88
K00188.01,CONFIRMED,2,3.797018259,2.2608,14431.2,10.07,982.0,219.64,0.321,1549.0,5167.0,4.527,0.848
K01583.01,CONFIRMED,2,8.04727721,5.159,486.0,2.33,855.0,126.56,0.937,36.1,5840.0,4.553,0.849
K01584.01,CONFIRMED,2,5.87063416,2.5736,505.6,1.44,616.0,33.99,0.642,23.2,4166.0,4.66,0.612
K01585.01,CONFIRMED,2,19.17893976,5.144,752.8,2.4,640.0,39.65,0.004,34.3,5767.0,4.538,0.881
K01586.01,CONFIRMED,2,6.99130452,2.1568,555.4,1.95,716.0,62.05,0.74,36.3,4847.0,4.606,0.761
K01587.01,FALSE POSITIVE,0,52.971584,3.4632,3882.6,29.02,402.0,6.19,1.259,51.4,5204.0,4.55,0.789
K01588.01,CONFIRMED,2,3.517494725,1.5639,532.8,1.42,704.0,58.08,0.742,52.6,4132.0,4.699,0.564
K01664.01,FALSE POSITIVE,0,44.638983058,3.04001,36830.1,50.33,551.0,21.86,1.173,488.5,6197.0,4.449,1.035
K01665.01,CONFIRMED,2,6.93365167,4.608,119.6,1.7,1104.0,351.27,0.904,20.1,5861.0,4.212,1.304
K01666.01,FALSE POSITIVE,0,0.968026356,0.7143,212.7,1.78,2167.0,5205.91,0.055,32.6,6469.0,4.385,1.193
K01667.01,FALSE POSITIVE,0,1.179969562,1.9745,1109.3,120.02,2960.0,18136.88,1.244,277.9,5500.0,3.491,3.899
K01668.01,FALSE POSITIVE,0,10.10176739,2.1267,601.7,26.09,829.0,111.86,1.251,28.8,6058.0,4.54,0.867
K01669.01,CONFIRMED,2,61.0373591,8.378,437.5,3.38,610.0,32.74,0.071,40.2,6309.0,4.154,1.614
K00204.01,CONFIRMED,2,3.246732048,3.0535,6998.2,12.4,1459.0,1072.7,0.475,775.0,5763.0,4.15,1.457
K01760.01,CONFIRMED,2,5.52418625,2.826,491.0,2.25,976.0,214.86,0.492,20.7,5334.0,4.372,1.004
K01760.02,CONFIRMED,2,8.77514782,3.176,351.9,1.91,837.0,115.84,0.504,12.7,5334.0,4.372,1.004
K01761.01,CANDIDATE,1,10.12742274,1.2762,933.5,3.8,969.0,208.77,0.696,19.5,6392.0,4.399,1.162
K01762.01,FALSE POSITIVE,0,0.870693883,1.2137,438.5,2.09,1876.0,2923.54,0.832,55.6,5985.0,4.519,0.883
K01763.01,FALSE POSITIVE,0,2.1990638,3.197,344.8,1.33,1087.0,330.97,0.489,19.3,5003.0,4.572,0.707
K01764.01,CANDIDATE,1,12.681733929,1.6866,5879.1,7.25,601.0,30.84,0.929,102.8,4976.0,4.577,0.701
K01833.01,CONFIRMED,2,3.69298623,1.7744,763.3,1.74,745.0,72.66,0.775,33.9,4402.0,4.682,0.572
K01833.02,CONFIRMED,2,7.68433346,1.4346,1175.0,2.58,583.0,27.35,0.951,28.5,4402.0,4.682,0.572
K00214.01,CONFIRMED,2,3.311864148,1.4049,5976.5,9.06,1116.0,365.94,0.905,448.2,5461.0,4.499,0.937
K01833.03,CONFIRMED,2,5.70940795,1.622,586.7,1.51,644.0,40.66,0.751,20.2,4402.0,4.682,0.572
K01834.01,FALSE POSITIVE,0,3.79188234,2.15,417.0,1.95,1201.0,492.81,0.615,6.6,6171.0,4.495,0.91
K01835.01,CONFIRMED,2,4.580346161,2.097,308.3,1.38,889.0,147.56,0.384,49.8,5103.0,4.558,0.789
K01835.02,CONFIRMED,2,2.248288213,2.0361,263.2,1.25,1127.0,380.75,0.004,59.7,5103.0,4.558,0.789
K01908.01,CONFIRMED,2,12.55111099,3.1293,494.1,1.34,480.0,12.56,0.519,33.2,4213.0,4.669,0.598
K00221.02,CONFIRMED,2,5.89661966,3.154,144.0,1.28,1000.0,237.1,0.039,15.3,5392.0,4.314,1.087
K01908.02,CONFIRMED,2,24.0884178,3.952,387.2,1.16,386.0,5.26,0.376,21.0,4213.0,4.669,0.598
K01909.01,CONFIRMED,2,12.75800092,4.1828,187.9,1.49,822.0,107.96,0.011,41.7,5782.0,4.34,1.095
K01909.02,CONFIRMED,2,5.47033376,3.1441,112.0,1.15,1090.0,334.27,0.074,32.7,5782.0,4.34,1.095
K01909.03,CONFIRMED,2,25.0985083,2.7727,167.6,1.59,656.0,43.84,0.814,21.3,5782.0,4.34,1.095
K01910.01,CONFIRMED,2,34.2685741,4.8251,699.3,2.44,477.0,12.2,0.677,38.2,5083.0,4.468,0.872
K00231.01,FALSE POSITIVE,0,119.8401019,3.6796,5448.7,26.96,255.0,1.0,1.269,83.7,4602.0,4.637,0.675
K01982.01,CONFIRMED,2,4.88753111,2.034,679.6,2.45,1003.0,239.11,0.147,17.4,5568.0,4.499,0.957
K01983.01,FALSE POSITIVE,0,6.90522317,3.533,420.3,4.54,1343.0,768.55,0.962,34.4,6596.0,4.135,1.721
K01984.01,CONFIRMED,2,22.06402,4.1,388.7,2.67,712.0,60.81,0.941,31.5,6232.0,4.432,1.09
K01985.01,CONFIRMED,2,5.756245244,1.071,623.6,2.24,773.0,84.16,0.888,45.5,4931.0,4.605,0.734
K01986.01,CONFIRMED,2,148.4601819,5.499,1532.1,3.61,285.0,1.56,0.808,33.7,5159.0,4.548,0.821
K01986.02,CONFIRMED,2,7.12766417,2.491,229.2,1.21,784.0,89.24,0.125,16.0,5159.0,4.548,0.821
K02052.01,CANDIDATE,1,4.22464216,1.403,987.0,4.31,1279.0,631.55,0.913,7.7,6343.0,4.408,1.14
K02053.01,CONFIRMED,2,13.12162167,3.6138,196.9,1.99,913.0,164.48,0.807,32.7,6140.0,4.265,1.277
K02053.02,CONFIRMED,2,4.6126736,3.0643,133.2,1.6,1294.0,663.8,0.755,34.3,6140.0,4.265,1.277
K02054.01,FALSE POSITIVE,0,22.32423657,3.669,1299.3,4.56,611.0,32.87,0.965,29.9,5648.0,4.489,0.912
K02055.01,CONFIRMED,2,8.67890312,3.5317,540.6,2.56,905.0,158.43,0.203,37.4,5509.0,4.308,1.116
K02055.02,CONFIRMED,2,4.02582434,2.8059,265.3,1.79,1169.0,440.08,0.017,23.9,5509.0,4.308,1.116
K02055.03,CONFIRMED,2,2.50475282,2.376,181.1,1.48,1369.0,828.59,0.13,18.9,5509.0,4.308,1.116
K02132.01,CONFIRMED,2,69.8956789,5.276,548.4,3.04,442.0,8.99,0.872,21.9,5390.0,4.303,1.104
K02133.01,CONFIRMED,2,6.24667547,11.261,396.8,14.93,1902.0,3095.83,0.877,63.6,4604.0,2.936,6.221
K02133.02,FALSE POSITIVE,0,43.501748,10.755,167.1,10.1,996.0,232.53,0.909,9.5,4604.0,2.936,6.221
K02134.01,CONFIRMED,2,42.3006282,4.372,507.9,2.54,558.0,22.94,0.269,23.8,5852.0,4.353,1.129
K02135.01,CONFIRMED,2,55.1866213,9.133,375.5,2.47,568.0,24.56,0.225,36.2,6178.0,4.269,1.267
K02135.02,CANDIDATE,1,20.1890396,6.251,112.1,1.39,794.0,93.89,0.541,15.0,6178.0,4.269,1.267
K02135.03,CONFIRMED,2,8.48651582,5.267,110.8,1.34,1060.0,298.03,0.009,21.1,6178.0,4.269,1.267
K02201.01,FALSE POSITIVE,0,116.5214317,5.577,771.5,44.41,457.0,10.33,1.26,25.0,6056.0,4.179,1.411
K02202.01,CONFIRMED,2,0.813166357,1.4122,173.5,1.14,1693.0,1945.44,0.06,34.8,5237.0,4.5,0.887
K02203.01,FALSE POSITIVE,0,1.99042642,3.083,133.8,1.17,1539.0,1327.48,0.067,25.3,6198.0,4.464,1.005
K02204.01,CONFIRMED,2,10.86062378,2.2874,189.6,2.09,1108.0,356.24,0.261,20.7,6455.0,4.125,1.496
K02205.01,CONFIRMED,2,24.08632177,2.236,1041.7,2.78,500.0,14.78,0.802,18.0,4973.0,4.537,0.768
K02206.01,CANDIDATE,1,1.834277283,1.7499,286.5,1.64,1459.0,1068.36,0.381,24.8,5751.0,4.458,0.958
K02207.01,FALSE POSITIVE,0,67.230028,25.01,379.1,2.44,482.0,12.79,0.938,39.5,6157.0,4.418,1.016
K02285.01,CONFIRMED,2,37.9456138,4.093,1032.9,2.79,515.0,16.61,0.263,24.0,5861.0,4.546,0.865
K02286.01,CONFIRMED,2,24.1738244,3.056,532.6,2.21,595.0,29.69,0.251,21.5,5468.0,4.427,0.968
K02287.01,CONFIRMED,2,16.09227518,2.1072,128.5,0.98,503.0,15.15,0.932,18.1,4657.0,4.641,0.67
K02287.02,CONFIRMED,2,28.9060526,3.099,99.0,0.79,414.0,6.94,0.863,13.3,4657.0,4.641,0.67
K02288.01,CANDIDATE,1,38.103908,3.837,961.1,4.08,456.0,10.22,0.987,20.3,5250.0,4.522,0.771
K02289.01,CONFIRMED,2,62.7843981,4.81,325.0,2.28,530.0,18.7,0.272,21.1,6053.0,4.279,1.26
K02289.02,CONFIRMED,2,20.0983676,5.207,157.8,1.58,775.0,85.34,0.02,20.9,6053.0,4.279,1.26
K02375.01,FALSE POSITIVE,0,40.8792243,7.005,413.6,1.62,437.0,8.59,0.79,23.4,5383.0,4.609,0.72
K02376.01,CONFIRMED,2,18.8262877,2.344,795.8,2.34,591.0,28.85,0.198,19.9,5215.0,4.481,0.845
K02377.01,CANDIDATE,1,13.9034057,3.408,261.4,1.55,646.0,41.08,0.871,15.3,5261.0,4.523,0.819
K02378.01,CONFIRMED,2,4.76702759,2.013,163.4,1.19,1046.0,282.97,0.077,14.3,5629.0,4.43,0.937
K02379.01,FALSE POSITIVE,0,40.0088894,3.616,582.3,20.75,585.0,27.65,1.16,20.2,6237.0,4.403,1.023
K02380.01,CANDIDATE,1,6.35705314,1.324,272.2,1.59,990.0,227.07,0.023,17.3,5982.0,4.493,0.96
K02381.01,FALSE POSITIVE,0,6.58738839,4.758,258.5,1.35,871.0,136.02,0.523,15.7,5616.0,4.564,0.822
K02461.01,CONFIRMED,2,13.71218522,2.437,786.7,2.47,676.0,49.26,0.68,22.6,5550.0,4.562,0.831
K02462.01,CONFIRMED,2,12.14684625,6.197,70.7,1.75,1097.0,342.49,0.687,27.1,5877.0,3.927,1.963
K02463.01,CONFIRMED,2,7.46718958,3.633,75.7,1.04,1035.0,271.25,0.486,18.8,6161.0,4.399,1.169
K02464.01,FALSE POSITIVE,0,0.874629873,1.782,68.1,0.72,1597.0,1538.25,0.665,19.2,5099.0,4.491,0.832
K02465.01,FALSE POSITIVE,0,5.46091846,1.781,172.0,1.25,1106.0,353.34,0.4,21.2,6319.0,4.465,0.93
K02466.01,CONFIRMED,2,3.17323012,1.9094,204.5,0.88,830.0,112.21,0.085,21.4,4500.0,4.632,0.633
K02466.02,CONFIRMED,2,13.2970695,3.283,219.7,0.91,515.0,16.64,0.03,14.9,4500.0,4.632,0.633
K02557.01,FALSE POSITIVE,0,11.7761073,2.829,281.3,1.31,619.0,34.75,0.829,15.1,5096.0,4.618,0.689
K02558.01,FALSE POSITIVE,0,1.867281146,7.495,701.1,31.18,1561.0,1405.94,1.252,58.5,6117.0,4.457,1.025
K02559.01,CONFIRMED,2,9.30991834,3.455,114.5,1.21,913.0,164.38,0.551,19.2,5806.0,4.353,1.101
K02560.01,CANDIDATE,1,18.1209388,3.781,504.2,1.68,543.0,20.58,0.108,15.8,4905.0,4.536,0.774
K02561.01,CONFIRMED,2,3.23941775,2.569,77.4,0.77,1213.0,511.14,0.386,17.2,6075.0,4.541,0.858
K02562.01,FALSE POSITIVE,0,2.9322509,2.931,181.2,1.33,1312.0,700.81,0.457,13.1,6106.0,4.487,0.966
K00274.01,CONFIRMED,2,15.0896415,4.3349,77.8,1.42,968.0,207.64,0.02,29.5,6063.0,4.061,1.613
K01358.02,CONFIRMED,2,8.74292005,2.6277,779.5,1.92,643.0,40.33,0.025,30.7,4769.0,4.622,0.714
K01358.03,CONFIRMED,2,3.64830183,1.9985,371.7,1.33,860.0,129.44,0.063,19.9,4769.0,4.622,0.714
K01358.04,CONFIRMED,2,2.345863002,1.6795,316.7,1.23,997.0,233.38,0.035,19.6,4769.0,4.622,0.714
K01359.01,CONFIRMED,2,37.1011418,5.5556,1357.5,3.19,532.0,18.95,0.41,55.2,5986.0,4.527,0.85
K00019.01,FALSE POSITIVE,0,1.20320092,1.9197,2807.1,49.25,2124.0,4809.16,1.274,250.8,6218.0,4.198,1.349
K00165.01,CONFIRMED,2,13.22175358,2.7884,876.5,2.38,640.0,39.56,0.451,93.6,5211.0,4.556,0.799
K01359.02,CANDIDATE,1,104.8205868,4.4794,3920.1,6.45,376.0,4.74,0.918,76.6,5986.0,4.527,0.85
K01433.01,CONFIRMED,2,19.80787763,3.453,616.3,2.08,624.0,35.89,0.054,20.1,5775.0,4.558,0.84
K01434.01,CONFIRMED,2,2.343230566,2.0424,246.5,1.18,1054.0,292.31,0.047,23.9,4798.0,4.533,0.782
K01435.01,CONFIRMED,2,40.7150498,8.587,563.9,2.2,516.0,16.76,0.638,56.4,5968.0,4.534,0.881
K01435.02,CONFIRMED,2,10.44635944,2.749,354.2,2.18,812.0,102.77,0.967,34.4,5968.0,4.534,0.881
K01436.01,CONFIRMED,2,2.508553286,2.2664,211.6,1.28,1278.0,629.8,0.009,26.8,5814.0,4.523,0.881
K01436.02,CONFIRMED,2,13.75129636,3.853,348.5,1.66,725.0,65.24,0.359,24.6,5814.0,4.523,0.881
K00020.01,CONFIRMED,2,4.437962934,4.69813,16387.6,18.05,1338.0,757.65,0.069,3535.6,5953.0,4.175,1.415
K01519.01,CONFIRMED,2,5.1443645,2.703,310.7,1.55,923.0,171.63,0.031,20.2,5157.0,4.445,0.904
K01519.02,CANDIDATE,1,57.132855,4.958,414.1,1.81,414.0,6.94,0.32,11.0,5157.0,4.445,0.904
K01520.01,CONFIRMED,2,18.45848388,3.3703,535.3,2.5,632.0,37.81,0.832,41.5,5311.0,4.419,0.948
K01521.01,CONFIRMED,2,25.9421582,4.045,569.7,1.95,501.0,14.85,0.577,31.6,5167.0,4.585,0.796
K01522.01,CONFIRMED,2,33.3856176,5.0361,553.2,2.48,580.0,26.73,0.562,37.1,5833.0,4.407,1.022
K01522.02,CANDIDATE,1,12.654896,4.325,100.6,1.02,801.0,97.41,0.009,10.4,5833.0,4.407,1.022
K00003.01,CONFIRMED,2,4.887803076,2.36255,4315.8,4.82,800.0,96.67,0.054,862.3,4778.0,4.591,0.763
K01589.01,CONFIRMED,2,8.72585478,4.473,446.7,2.86,985.0,222.19,0.911,37.7,6036.0,4.326,1.131
K01589.02,CONFIRMED,2,12.88291395,5.676,460.5,3.15,865.0,132.23,0.962,33.6,6036.0,4.326,1.131
K01589.03,CONFIRMED,2,27.4345973,5.038,472.6,2.56,672.0,48.29,0.603,25.3,6036.0,4.326,1.131
K01589.04,CONFIRMED,2,4.22453631,3.128,159.1,1.6,1254.0,584.24,0.823,16.7,6036.0,4.326,1.131
K00189.01,CONFIRMED,2,30.360445359,6.0134,21124.7,10.99,459.0,10.47,0.359,1126.2,4939.0,4.541,0.765
K01589.05,CONFIRMED,2,44.5520266,6.0,362.1,2.29,572.0,25.3,0.689,16.7,6036.0,4.326,1.131
K01590.01,CANDIDATE,1,12.89006728,3.555,602.5,1.93,620.0,34.99,0.082,23.6,4915.0,4.512,0.812
K01670.01,FALSE POSITIVE,0,10.57910009,1.4553,329.3,2.03,929.0,175.79,0.404,17.9,6323.0,4.418,1.093
K01671.01,CONFIRMED,2,1.480283464,2.486,60.5,0.97,1822.0,2597.27,0.058,21.3,5897.0,4.25,1.259
K01672.01,CONFIRMED,2,33.8677783,3.72,894.8,2.31,394.0,5.69,0.787,23.8,4564.0,4.593,0.691
K01673.01,FALSE POSITIVE,0,2.49047468,2.2003,222.2,1.53,1413.0,940.43,0.522,20.7,6067.0,4.433,0.997
K00196.01,CONFIRMED,2,1.855557556,2.35672,10570.1,10.05,1436.0,1004.89,0.554,1853.8,5657.0,4.441,0.947
K01674.01,FALSE POSITIVE,0,2.17257963,1.5794,335.5,13.55,1518.0,1254.52,1.107,27.1,6038.0,4.34,0.971
K01675.01,CANDIDATE,1,14.62399621,2.193,1082.0,21.92,681.0,50.91,1.209,25.0,5753.0,4.57,0.815
K01765.01,FALSE POSITIVE,0,6.814984472,3.05409,23915.3,14.18,836.0,115.58,0.793,742.2,5465.0,4.566,0.817
K01766.01,FALSE POSITIVE,0,4.067371428,5.8962,63446.7,68.81,978.0,215.71,1.51,1094.6,5385.0,4.532,0.75
K01767.01,FALSE POSITIVE,0,35.51619219,2.5,10984.0,719.49,504.0,15.2,8.467,85.4,5514.0,4.505,0.871
K01768.01,FALSE POSITIVE,0,55.25178622,6.094,39873.6,27.32,444.0,9.15,0.978,585.0,5793.0,4.561,0.832
K00205.01,CONFIRMED,2,11.720123999,3.0039,9763.3,7.94,660.0,44.89,0.623,707.3,5215.0,4.564,0.77
K01769.01,FALSE POSITIVE,0,0.589049151,2.25397,61953.4,39.51,1959.0,3495.15,1.094,1227.6,5592.0,4.51,0.771
K01835.03,CONFIRMED,2,6.76690759,1.7062,249.3,1.31,781.0,87.79,0.648,29.7,5103.0,4.558,0.789
K01836.01,FALSE POSITIVE,0,10.26231992,3.568,813.9,1.98,509.0,15.89,0.945,17.3,4316.0,4.709,0.54
K01837.01,CONFIRMED,2,34.1732156,4.7679,635.0,2.37,465.0,11.09,0.815,38.9,5201.0,4.573,0.834
K01837.02,CONFIRMED,2,1.682934607,1.8846,142.7,1.06,1270.0,615.67,0.681,24.5,5201.0,4.573,0.834
K01838.01,CONFIRMED,2,16.7364755,2.151,1147.0,2.73,464.0,10.99,0.9,9.9,4334.0,4.618,0.653
K01839.01,CONFIRMED,2,9.59068586,3.452,544.6,3.93,1087.0,329.34,0.359,40.0,5476.0,3.904,1.673
K00215.01,FALSE POSITIVE,0,42.94386258,3.7591,9207.9,41.62,520.0,17.26,1.285,273.0,5750.0,4.4,0.94
K01910.02,CANDIDATE,1,18.3848331,3.545,151.8,1.15,587.0,27.99,0.711,10.3,5083.0,4.468,0.872
K01911.01,CONFIRMED,2,5.75321539,1.7948,733.8,3.14,920.0,169.44,0.921,31.8,5445.0,4.51,0.929
K01912.01,FALSE POSITIVE,0,32.9045733,4.402,662.3,28.34,568.0,24.63,1.232,19.7,5780.0,4.438,1.0
K01913.01,CONFIRMED,2,5.50860699,3.0788,203.9,1.49,934.0,179.62,0.879,38.2,5448.0,4.489,0.883
K01914.01,CONFIRMED,2,18.93055119,3.372,684.0,4.41,766.0,81.42,0.583,26.2,5015.0,3.987,1.643
K00222.01,CONFIRMED,2,6.312508525,2.7455,1286.0,2.0,575.0,25.94,0.029,112.5,4090.0,4.696,0.571
K01915.01,CONFIRMED,2,6.56226483,4.0144,260.8,3.07,1290.0,654.67,0.643,41.2,5878.0,4.005,1.812
K01987.01,FALSE POSITIVE,0,7.81153999,5.984,912.8,23.56,718.0,62.96,1.271,41.3,5150.0,4.628,0.71
K01988.01,CONFIRMED,2,0.934885365,1.4083,270.4,3.21,2080.0,4435.29,0.731,57.8,4777.0,3.909,1.795
K01989.01,CONFIRMED,2,201.118319,10.328,584.8,2.28,300.0,1.92,0.001,34.7,5646.0,4.447,0.954
K01990.01,CONFIRMED,2,24.7577652,6.998,458.7,2.44,644.0,40.74,0.896,37.6,6106.0,4.487,0.966
K00232.01,CONFIRMED,2,12.466004437,5.0066,2232.1,5.65,897.0,152.76,0.209,304.6,6038.0,4.284,1.191
K01991.01,FALSE POSITIVE,0,27.36432337,3.545,2282.5,39.49,659.0,44.5,1.273,42.3,6167.0,4.428,1.107
K01992.01,CONFIRMED,2,12.7983174,6.401,336.6,2.88,908.0,160.33,0.738,38.2,5592.0,4.115,1.451
K02056.01,CONFIRMED,2,39.3135699,5.0137,500.1,2.07,540.0,20.04,0.006,33.8,6060.0,4.509,0.925
K02057.01,CONFIRMED,2,5.94565516,2.1604,401.2,1.12,568.0,24.71,0.229,28.5,3974.0,4.7,0.564
K02058.01,CONFIRMED,2,1.52373073,1.4796,364.7,1.26,818.0,105.95,0.942,34.1,3746.0,4.736,0.51
K00238.01,CONFIRMED,2,17.23232894,4.5568,509.8,2.79,817.0,105.47,0.395,64.1,6086.0,4.274,1.216
K02059.01,CONFIRMED,2,6.14728341,2.7645,119.7,0.79,770.0,83.18,0.188,26.8,4997.0,4.598,0.746
K02059.02,CANDIDATE,1,2.18565886,1.966,35.6,0.44,1087.0,329.49,0.394,11.1,4997.0,4.598,0.746
K02060.01,CONFIRMED,2,2.800111267,1.0237,706.7,2.13,956.0,197.81,0.806,33.5,4786.0,4.579,0.704
K02136.01,FALSE POSITIVE,0,1.728528176,3.682,197.6,5.07,2720.0,12977.86,0.787,26.2,6153.0,3.597,3.279
K02137.01,CONFIRMED,2,14.97436238,2.4461,265.4,1.28,631.0,37.53,0.092,24.9,5311.0,4.532,0.8
K00243.01,FALSE POSITIVE,0,2.637574744,5.4573,5423.5,9.16,1385.0,868.86,0.909,222.8,6108.0,4.466,1.03
K02138.01,CONFIRMED,2,23.5541012,7.3,95.2,2.33,1381.0,859.63,0.536,29.9,9565.0,4.088,2.286
K02139.01,FALSE POSITIVE,0,4.27121961,2.9283,966.7,2.17,802.0,97.84,0.636,38.0,4702.0,4.602,0.67
K02140.01,CONFIRMED,2,41.6977582,5.513,684.8,2.26,488.0,13.45,0.018,27.7,5730.0,4.545,0.87
K02141.01,FALSE POSITIVE,0,1.306984786,1.194,302.1,18.33,1754.0,2230.29,1.144,38.4,6102.0,4.457,1.026
K02208.01,CONFIRMED,2,2.344512589,1.4116,58.9,0.97,1471.0,1106.25,0.803,21.9,5821.0,4.328,1.132
K00248.03,CONFIRMED,2,2.576571021,1.5997,852.8,1.57,717.0,62.42,0.187,63.6,3834.0,4.708,0.539
K02209.01,CONFIRMED,2,18.3027235,8.262,186.7,2.72,902.0,156.71,0.742,24.7,5528.0,3.892,1.839
K02209.02,CANDIDATE,1,35.502865,8.149,115.9,2.18,724.0,64.83,0.783,11.0,5528.0,3.892,1.839
K02210.01,CONFIRMED,2,2.888904439,1.6043,402.2,1.68,976.0,215.06,0.77,23.7,4895.0,4.589,0.759
K02210.02,CONFIRMED,2,210.631486,8.419,1657.8,3.23,234.0,0.71,0.642,25.9,4895.0,4.589,0.759
K02211.01,FALSE POSITIVE,0,0.805259637,0.9779,341.8,1.93,2115.0,4732.34,0.332,50.2,6257.0,4.454,1.022
K00253.01,CONFIRMED,2,6.383159135,1.7504,2313.2,2.73,530.0,18.73,0.197,64.4,3757.0,4.681,0.576
K02290.01,CONFIRMED,2,91.500873,4.842,704.8,1.82,310.0,2.18,0.032,22.6,5051.0,4.628,0.706
K02291.01,CONFIRMED,2,44.2993483,4.298,797.9,2.68,463.0,10.85,0.614,23.2,5316.0,4.459,0.915
K02292.01,FALSE POSITIVE,0,5.23340265,3.242,242.1,1.15,851.0,124.02,0.366,12.7,5266.0,4.611,0.741
K02293.01,CONFIRMED,2,15.03366411,3.272,374.9,1.7,669.0,47.32,0.01,22.2,5523.0,4.526,0.891
K02294.01,CANDIDATE,1,131.485184,5.294,557.8,3.03,400.0,6.08,0.578,19.4,5765.0,4.236,1.242
K02295.01,CANDIDATE,1,16.2908527,3.176,44.1,0.52,622.0,35.48,0.105,14.5,5425.0,4.549,0.797
K02382.01,FALSE POSITIVE,0,0.759706632,1.0896,39.7,1.38,3834.0,51080.76,0.52,21.6,8621.0,4.101,2.094
K00260.01,CONFIRMED,2,10.49566303,4.7356,106.1,1.34,1009.0,244.59,0.16,48.7,6214.0,4.238,1.297
K02383.01,CONFIRMED,2,4.37033233,2.845,177.8,1.56,1191.0,475.39,0.093,17.7,5657.0,4.282,1.182
K02384.01,FALSE POSITIVE,0,62.6825769,2.327,398.9,39.8,916.0,166.36,1.095,17.8,7058.0,3.648,3.101
K02385.01,FALSE POSITIVE,0,50.5715805,3.726,1282.6,2.74,406.0,6.44,0.074,19.9,5262.0,4.59,0.783
K02386.01,CANDIDATE,1,16.2707207,5.707,468.0,28.42,827.0,110.79,1.187,13.0,6117.0,4.315,1.244
K02387.01,CONFIRMED,2,2.032319072,1.6762,315.5,1.87,1542.0,1333.35,0.133,24.5,6156.0,4.443,1.05
K00266.02,CANDIDATE,1,47.7439509,2.99,96.9,1.74,575.0,25.84,0.977,15.0,5949.0,4.272,1.292
K02467.01,CONFIRMED,2,5.05661302,3.926,137.9,1.15,1049.0,286.32,0.616,17.6,5926.0,4.506,0.939
K02468.01,CONFIRMED,2,24.3344939,6.557,323.1,1.74,647.0,41.3,0.017,18.1,6091.0,4.487,0.967
K02469.01,CONFIRMED,2,131.187921,6.905,915.9,2.34,284.0,1.54,0.069,23.9,4898.0,4.518,0.803
K02470.01,FALSE POSITIVE,0,2.17489806,4.599,74.8,1.08,1496.0,1187.26,0.76,29.3,5749.0,4.323,1.15
K02471.01,CONFIRMED,2,25.8859397,4.548,217.1,1.66,542.0,20.35,0.922,16.1,5190.0,4.446,0.899
K02472.01,CONFIRMED,2,2.607545159,1.3916,351.5,2.07,1431.0,993.79,0.206,23.0,6147.0,4.435,1.096
K02563.01,CONFIRMED,2,23.4772553,6.735,141.4,1.34,738.0,70.05,0.013,17.6,6384.0,4.361,1.121
K02563.02,CANDIDATE,1,6.2614227,4.779,51.4,0.81,1146.0,407.58,0.069,10.6,6384.0,4.361,1.121
K02564.01,CONFIRMED,2,66.5576728,10.532,214.2,4.96,757.0,77.68,0.254,21.3,5734.0,3.591,3.405
